source_file,consensus_timestamp,to_address_hex,payer_account,csv_error,sender,receiver,result_data,result,transaction_id,lookup_source,child_error
direct_calls,1779083284828161483,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083277-983892934",mirror,
direct_calls,1779083273436520581,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083265-652640150",mirror,
direct_calls,1779083261718337000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083256-588825394",mirror,
direct_calls,1779083250369965000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083244-250864049",mirror,
direct_calls,1779083238821277826,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083232-771240447",mirror,
direct_calls,1779083227437330870,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083220-590624185",mirror,
direct_calls,1779083215822687000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083210-194500581",mirror,
direct_calls,1779083204488488903,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083197-147449875",mirror,
direct_calls,1779083193185356853,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083188-356111351",mirror,
direct_calls,1779083181454454000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083175-172391422",mirror,
direct_calls,1779083169898182774,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083164-354893208",mirror,
direct_calls,1779083158586105000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083151-253776071",mirror,
direct_calls,1779083147202131000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083142-378677881",mirror,
direct_calls,1779083135615609000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083129-749684253",mirror,
direct_calls,1779083123834722000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083118-080125646",mirror,
direct_calls,1779083112386433000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083106-127298413",mirror,
direct_calls,1779083101023544000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083096-343296736",mirror,
direct_calls,1779083089841334794,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083082-344800538",mirror,
direct_calls,1779083078146181000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083070-766170660",mirror,
direct_calls,1779083066631039386,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083061-362746743",mirror,
direct_calls,1779083055083099093,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083050-274496907",mirror,
direct_calls,1779083043539547000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083038-747057227",mirror,
direct_calls,1779083032297306000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083027-314550997",mirror,
direct_calls,1779083020343415344,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083015-542943718",mirror,
direct_calls,1779083009151513000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779083003-595722736",mirror,
direct_calls,1779082997467557000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082994-112848761",mirror,
